Age,Location,Gender,Income
50,Suburban,Male,72756
23,Suburban,Male,73530
67,Urban,Female,67206
27,Urban,Male,70222
22,Suburban,Female,67218
40,Suburban,Female,70068
27,Suburban,Male,66198
61,Urban,Male,584387
19,Urban,Female,520635
30,Urban,Male,68312
57,Rural,Male,55064
19,Suburban,Male,73694
37,Suburban,Male,50636
18,Urban,Male,4280718
54,Urban,Female,74626
26,Urban,Female,72094
34,Suburban,Male,69682
26,Urban,Female,71254
28,Rural,Female,70372
32,Urban,Female,74140
41,Urban,Female,66804
55,Rural,Male,4383111
52,Urban,Male,74016
47,Urban,Male,562323
48,Suburban,Female,66740
66,Urban,Male,65026
22,Suburban,Male,50092
61,Urban,Female,7838336
67,Suburban,Male,70840
31,Urban,Female,5205293
70,Urban,Female,44084
28,Urban,Male,73622
26,Urban,Female,65280
51,Urban,Female,4010251
29,Rural,Female,71268
52,Suburban,Male,50394
52,Rural,Male,4279752
18,Urban,Female,228457
57,Urban,Male,4124613
39,Urban,Male,67562
46,Rural,Female,67420
25,Urban,Female,71872
28,Urban,Male,66114
58,Urban,Female,72664
54,Urban,Male,66912
31,Rural,Male,73344
47,Urban,Male,66954
52,Rural,Female,38185
38,Urban,Female,123100
54,Suburban,Female,81815
22,Urban,Female,69276
36,Urban,Female,66720
31,Urban,Male,136515
43,Urban,Female,71264
21,Urban,Female,67266
42,Urban,Male,814795
62,Urban,Female,67830
59,Urban,Female,7096066
42,Urban,Female,71640
35,Urban,Male,65544
57,Suburban,Male,7056730
25,Rural,Male,68436
56,Urban,Female,65592
57,Urban,Female,5039179
31,Urban,Male,5792155
49,Urban,Male,68492
68,Suburban,Male,471322
55,Urban,Male,71756
50,Urban,Male,2772770
40,Urban,Male,69050
32,Suburban,Male,72438
50,Urban,Male,66048
42,Rural,Female,74566
34,Rural,Female,2875690
50,Urban,Male,69588
64,Urban,Female,7454394
19,Urban,Male,68364
31,Urban,Female,67052
70,Urban,Male,74860
57,Urban,Female,9639102
57,Urban,Male,66744
68,Urban,Male,65298
56,Suburban,Male,386831
68,Rural,Male,73920
23,Urban,Male,71576
23,Urban,Male,36052
20,Urban,Male,66398
24,Suburban,Female,65364
68,Rural,Male,4889826
25,Urban,Male,74050
59,Urban,Male,64936
69,Urban,Male,75032
32,Urban,Male,43492
64,Urban,Female,72772
46,Urban,Female,67282
50,Rural,Female,240656
69,Urban,Male,71798
47,Suburban,Male,65480
56,Urban,Female,69064
44,Urban,Female,69208
53,Suburban,Male,75226
46,Rural,Female,36151
55,Suburban,Female,73160
50,Suburban,Female,107670
54,Suburban,Female,67070
44,Urban,Female,431076
50,Suburban,Male,72098
21,Suburban,Female,64986
39,Urban,Female,72174
19,Urban,Female,66400
27,Suburban,Female,65146
22,Suburban,Male,1975420
27,Urban,Female,66732
50,Suburban,Male,65794
55,Suburban,Female,72638
30,Urban,Female,66586
48,Suburban,Male,69386
64,Urban,Male,43913
53,Urban,Male,69388
62,Urban,Male,67280
41,Rural,Male,46732
69,Urban,Female,75392
32,Suburban,Male,72754
46,Urban,Male,68850
25,Suburban,Male,72196
22,Suburban,Male,74936
46,Suburban,Female,69956
64,Suburban,Male,9060857
21,Suburban,Female,151677
29,Urban,Female,64882
62,Urban,Male,65914
19,Urban,Female,73186
44,Suburban,Male,69850
48,Urban,Female,183735
68,Urban,Female,2892944
68,Suburban,Female,1530941
53,Suburban,Female,73852
53,Suburban,Female,7224856
43,Urban,Male,42797
60,Urban,Female,9353085
44,Urban,Male,40923
22,Urban,Female,6495539
37,Urban,Male,66122
28,Urban,Male,702895
27,Urban,Female,283904
57,Urban,Female,74818
55,Urban,Female,71174
23,Urban,Female,7030357
25,Suburban,Male,102448
40,Suburban,Female,68338
64,Suburban,Female,66108
43,Urban,Male,67254
63,Rural,Male,2836861
60,Rural,Female,1047140
29,Urban,Female,73766
43,Urban,Female,4974563
30,Urban,Male,68136
57,Suburban,Male,68206
35,Urban,Male,66058
42,Rural,Female,70930
50,Urban,Female,68676
64,Rural,Female,2611166
57,Suburban,Female,70774
60,Rural,Male,74550
29,Urban,Female,151844
61,Urban,Female,67606
53,Suburban,Female,1066417
65,Suburban,Female,66142
21,Urban,Male,72308
22,Suburban,Male,65990
54,Urban,Female,68596
25,Urban,Female,65630
59,Urban,Female,726496
66,Rural,Female,70106
45,Urban,Female,66426
48,Suburban,Male,70306
26,Urban,Female,70986
68,Suburban,Female,65306
46,Rural,Female,69860
31,Urban,Female,1165435
57,Urban,Male,67002
58,Urban,Male,67560
39,Rural,Female,70098
28,Urban,Female,69992
40,Urban,Female,5064162
18,Urban,Male,65376
63,Urban,Female,70658
54,Urban,Female,7853771
38,Rural,Male,896622
43,Urban,Male,4690380
63,Urban,Male,309462
53,Suburban,Female,60074
40,Urban,Male,68768
18,Urban,Male,68056
68,Suburban,Female,74812
57,Urban,Female,70948
32,Urban,Female,73868
38,Urban,Male,37564
64,Urban,Male,74346
26,Urban,Male,1253718
70,Rural,Male,616340
26,Urban,Female,7273497
27,Suburban,Female,68330
69,Urban,Female,8945504
70,Rural,Female,37128
43,Suburban,Male,71768
58,Suburban,Male,72846
52,Urban,Female,70800
69,Urban,Female,1065813
42,Urban,Female,73696
43,Suburban,Male,4515342
28,Suburban,Male,128265
55,Urban,Male,70010
19,Rural,Male,1727157
24,Rural,Male,124567
35,Urban,Male,70094
44,Urban,Male,68070
51,Suburban,Male,68732
44,Urban,Male,170031
34,Suburban,Male,65924
60,Suburban,Female,1075729
61,Urban,Female,67516
68,Urban,Female,65862
41,Urban,Male,71808
42,Rural,Female,67414
24,Urban,Female,113746
69,Urban,Female,3338501
23,Suburban,Male,555007
70,Urban,Female,71122
41,Urban,Male,66380
50,Urban,Male,65572
66,Urban,Female,60667
46,Urban,Female,65692
60,Urban,Male,71588
39,Rural,Male,9167998
43,Urban,Male,74214
45,Urban,Male,51142
67,Urban,Female,894269
38,Urban,Male,69892
66,Urban,Female,74110
24,Urban,Male,73606
34,Rural,Male,67400
37,Urban,Female,65162
58,Urban,Male,65856
66,Urban,Female,70144
37,Urban,Male,65486
39,Urban,Male,7828927
45,Urban,Female,71504
57,Urban,Female,72102
66,Urban,Female,72658
24,Urban,Male,3102009
18,Urban,Male,5654580
49,Urban,Female,813740
30,Urban,Female,3175241
47,Rural,Female,2567702
40,Suburban,Male,71994
68,Rural,Female,68160
36,Urban,Male,72840
49,Urban,Male,64900
47,Urban,Male,69452
46,Suburban,Male,8029218
66,Urban,Female,65216
62,Urban,Female,66912
46,Urban,Female,725321
47,Urban,Female,135357
33,Urban,Male,34068
57,Urban,Male,67680
36,Urban,Male,71718
35,Rural,Female,71802
18,Suburban,Female,198355
31,Urban,Male,505352
68,Urban,Female,69984
64,Urban,Female,3166900
67,Urban,Male,74242
19,Urban,Female,547970
45,Urban,Female,68070
66,Suburban,Male,564905
67,Urban,Male,75448
47,Urban,Female,69228
55,Urban,Female,74278
68,Urban,Male,67902
21,Suburban,Male,65368
18,Urban,Male,73636
25,Urban,Male,73050
46,Urban,Male,75238
56,Urban,Female,69408
20,Urban,Male,68672
49,Urban,Female,71714
27,Urban,Male,75136
27,Urban,Female,762592
36,Suburban,Female,41539
63,Urban,Female,142943
51,Urban,Female,69492
50,Rural,Male,631450
40,Urban,Male,960948
45,Rural,Male,69950
49,Urban,Female,193244
67,Suburban,Female,74842
24,Urban,Male,282796
46,Suburban,Female,294749
25,Urban,Male,68424
18,Urban,Male,42158
20,Urban,Male,74530
41,Rural,Male,384573
40,Urban,Female,68686
25,Rural,Female,7602365
64,Urban,Male,74968
54,Urban,Female,8381836
20,Urban,Male,67298
68,Urban,Male,1064823
50,Suburban,Female,65058
45,Urban,Male,53084
64,Rural,Female,74872
25,Urban,Female,67532
51,Urban,Male,72636
52,Suburban,Male,1642470
49,Urban,Female,72370
41,Urban,Female,70876
31,Urban,Female,811782
49,Urban,Male,72352
63,Rural,Male,65558
60,Rural,Male,66504
33,Suburban,Male,1068169
21,Suburban,Male,74198
69,Urban,Female,67838
54,Urban,Male,75450
38,Suburban,Female,262215
31,Urban,Male,32517
48,Urban,Male,72022
65,Suburban,Female,6319757
35,Urban,Female,69932
24,Urban,Male,67460
27,Suburban,Female,46570
24,Urban,Female,3015947
50,Suburban,Male,118028
40,Urban,Female,65844
38,Urban,Female,70136
36,Urban,Male,75326
65,Suburban,Male,33920
36,Urban,Female,74010
53,Urban,Female,72228
46,Urban,Male,71710
35,Urban,Male,6407771
19,Urban,Male,4432778
18,Urban,Female,73178
64,Urban,Male,73258
22,Urban,Female,170677
37,Urban,Female,72158
28,Urban,Female,66794
59,Urban,Male,74856
19,Urban,Female,67244
20,Urban,Male,155804
40,Rural,Female,92353
29,Urban,Female,69082
37,Urban,Female,72872
22,Urban,Male,75464
54,Suburban,Male,73874
55,Rural,Female,71744
47,Urban,Female,564817
26,Suburban,Male,1628373
51,Urban,Female,402617
70,Urban,Male,72330
61,Urban,Male,179977
52,Urban,Male,65782
69,Urban,Male,74370
39,Urban,Female,38941
61,Urban,Male,73958
41,Suburban,Female,75002
34,Urban,Female,32132
27,Urban,Male,74488
47,Urban,Male,70480
63,Urban,Male,69600
40,Urban,Female,74750
49,Urban,Female,72474
34,Urban,Male,31398
67,Urban,Female,7127375
68,Suburban,Male,1626427
34,Urban,Male,69730
31,Urban,Male,65672
26,Urban,Male,74966
57,Rural,Female,75242
19,Urban,Male,67452
62,Urban,Male,70396
42,Urban,Female,2881041
56,Urban,Female,65834
26,Urban,Female,66506
39,Urban,Female,3393138
60,Urban,Male,211749
63,Urban,Female,188102
21,Urban,Male,70476
43,Suburban,Female,72224
46,Urban,Male,72192
62,Suburban,Female,66054
51,Urban,Female,5348079
40,Urban,Male,62048
54,Urban,Female,6894937
28,Urban,Female,73878
23,Urban,Female,31401
35,Suburban,Male,492382
38,Urban,Male,73590
59,Suburban,Male,3406597
53,Urban,Female,71454
58,Urban,Female,73026
55,Suburban,Male,2276640
51,Urban,Male,74606
34,Urban,Female,72788
54,Urban,Male,70832
42,Urban,Male,224882
55,Suburban,Female,68866
29,Urban,Female,8567482
40,Urban,Male,66162
70,Suburban,Male,60248
59,Suburban,Male,66086
39,Urban,Female,84927
38,Urban,Male,228075
44,Urban,Male,74118
48,Urban,Female,67882
23,Urban,Male,227256
44,Urban,Male,1435645
57,Urban,Female,321391
51,Urban,Female,67404
29,Urban,Female,377502
62,Urban,Male,303226
70,Urban,Male,71848
24,Urban,Female,114137
27,Urban,Female,89639
62,Urban,Male,445385
34,Urban,Female,103888
43,Urban,Male,68588
38,Urban,Female,207468
45,Suburban,Female,728247
63,Suburban,Male,67380
19,Urban,Male,103104
60,Urban,Female,125045
18,Suburban,Male,71956
68,Suburban,Male,635948
70,Rural,Female,71364
53,Urban,Female,66808
68,Rural,Female,73748
43,Urban,Male,362930
46,Urban,Male,66374
38,Urban,Female,74746
28,Urban,Female,68830
57,Urban,Female,5563982
28,Urban,Male,65790
53,Suburban,Male,73562
66,Urban,Male,72952
56,Rural,Male,1035856
57,Urban,Male,70848
52,Urban,Female,70544
51,Urban,Female,71460
64,Urban,Male,69426
41,Suburban,Male,67150
39,Urban,Male,68040
22,Urban,Male,495607
50,Suburban,Female,4020521
53,Urban,Male,66696
64,Urban,Male,70916
37,Urban,Female,391333
36,Urban,Female,3833303
52,Urban,Male,66866
69,Urban,Male,387090
60,Urban,Male,68610
34,Urban,Male,74108
62,Suburban,Male,2299716
60,Suburban,Female,7101110
51,Urban,Female,72824
26,Urban,Male,69124
43,Urban,Male,70156
19,Urban,Male,3664186
70,Urban,Male,1800034
26,Suburban,Male,5529432
26,Suburban,Male,328727
57,Urban,Female,240668
34,Urban,Female,2973574
18,Urban,Female,74430
42,Suburban,Male,70388
60,Suburban,Male,6901054
57,Urban,Male,271029
59,Urban,Female,65398
42,Urban,Female,74426
56,Urban,Male,428130
52,Urban,Female,70304
20,Urban,Male,68602
67,Urban,Male,72812
54,Urban,Male,5993082
61,Urban,Female,68204
61,Urban,Female,66950
68,Urban,Female,67164
47,Urban,Female,72852
55,Suburban,Female,68304
51,Urban,Female,75334
29,Urban,Male,70114
36,Urban,Male,69518
54,Urban,Male,68610
61,Urban,Male,69168
66,Urban,Male,68790
34,Suburban,Female,69738
27,Urban,Male,2162356
66,Suburban,Female,72760
64,Urban,Male,128293
29,Urban,Male,65864
33,Urban,Male,31137
41,Suburban,Male,2492047
36,Rural,Female,4493099
25,Suburban,Male,71590
48,Urban,Female,68538
38,Urban,Female,73146
34,Urban,Female,34183
40,Urban,Male,958760
54,Urban,Female,72946
33,Urban,Male,208888
23,Urban,Female,66928
25,Urban,Male,368800
42,Urban,Female,75280
35,Suburban,Female,93226
42,Urban,Female,67216
29,Urban,Male,67828
32,Urban,Male,9277180
43,Urban,Male,74818
58,Urban,Female,72488
62,Suburban,Male,70476
43,Urban,Female,72588
64,Urban,Male,73966
49,Urban,Male,66690
27,Urban,Male,69334
33,Urban,Female,66628
24,Urban,Male,4034133
34,Urban,Male,67552
40,Rural,Female,99591
43,Urban,Female,70888
38,Urban,Female,5299752
39,Urban,Female,559056
24,Urban,Female,1361441
31,Urban,Female,54820
32,Suburban,Female,3308026
70,Suburban,Male,65514
24,Urban,Male,40919
26,Urban,Female,2983733
68,Rural,Male,69156
65,Suburban,Male,1178734
25,Urban,Female,829468
67,Urban,Male,66646
40,Suburban,Female,72736
46,Urban,Male,3157218
35,Urban,Male,61976
48,Urban,Male,68446
47,Suburban,Male,230858
69,Urban,Female,66632
56,Urban,Male,74568
52,Urban,Male,70958
35,Suburban,Female,66954
59,Urban,Female,70196
56,Suburban,Female,40801
34,Suburban,Female,71648
31,Urban,Female,74126
48,Urban,Male,74636
41,Urban,Male,70392
52,Suburban,Female,72372
61,Urban,Female,4541650
62,Urban,Male,75196
51,Urban,Male,71214
20,Urban,Male,66150
54,Urban,Male,70036
60,Urban,Female,74980
57,Urban,Male,70008
43,Suburban,Female,65958
40,Urban,Male,74710
61,Urban,Male,69020
56,Suburban,Female,69504
32,Urban,Female,4428067
66,Urban,Male,483534
21,Suburban,Male,71934
46,Suburban,Male,87425
39,Urban,Male,70826
42,Suburban,Male,2231107
30,Urban,Male,74338
35,Urban,Male,69490
50,Suburban,Male,75388
33,Urban,Female,70592
62,Urban,Male,69194
59,Urban,Female,371235
61,Urban,Male,67710
19,Urban,Female,73706
52,Urban,Female,220663
59,Urban,Female,65228
51,Urban,Female,55290
47,Urban,Male,65614
30,Urban,Female,73092
30,Urban,Male,74708
35,Suburban,Female,72898
49,Urban,Female,68054
49,Urban,Female,71948
52,Urban,Male,591316
56,Urban,Male,67626
63,Urban,Female,67296
69,Urban,Male,69886
46,Urban,Male,66848
66,Urban,Male,68924
46,Urban,Female,69052
70,Urban,Female,69356
61,Urban,Male,65742
33,Rural,Male,70926
61,Rural,Male,69822
64,Urban,Male,67048
27,Suburban,Male,65152
47,Urban,Male,73154
42,Urban,Male,2082191
56,Urban,Female,67344
37,Urban,Female,70178
22,Urban,Male,4802849
18,Urban,Male,1693554
47,Rural,Female,72812
66,Suburban,Male,1020785
20,Suburban,Female,65334
62,Suburban,Female,943070
31,Suburban,Male,72346
47,Urban,Female,4965363
67,Urban,Male,139297
21,Urban,Female,68648
35,Urban,Male,65480
54,Urban,Female,71044
42,Suburban,Female,65462
65,Rural,Male,73714
18,Urban,Female,73884
70,Urban,Male,1736974
63,Suburban,Male,115153
32,Urban,Male,5747416
26,Urban,Male,104601
32,Suburban,Male,44670
66,Suburban,Male,945788
41,Urban,Male,1483581
21,Suburban,Female,74474
29,Urban,Male,68286
54,Urban,Female,73414
54,Urban,Female,70006
60,Urban,Male,8209367
23,Urban,Female,52807
56,Rural,Male,75186
63,Urban,Male,70432
41,Urban,Male,95381
28,Urban,Female,67068
30,Urban,Male,32596
51,Suburban,Female,254554
42,Urban,Female,75016
24,Urban,Male,118587
69,Urban,Female,71132
21,Suburban,Female,72932
25,Urban,Female,73500
37,Urban,Female,1590059
46,Rural,Female,70608
70,Urban,Female,889536
68,Urban,Male,67672
62,Rural,Female,74942
63,Urban,Male,69368
27,Suburban,Female,32011
60,Urban,Female,71608
51,Urban,Female,68210
43,Urban,Male,75130
58,Rural,Male,71674
66,Rural,Female,65884
20,Urban,Male,69144
23,Urban,Female,73634
22,Urban,Male,4096888
22,Urban,Female,113891
64,Urban,Male,74542
40,Suburban,Female,54579
66,Suburban,Male,67288
26,Suburban,Male,589937
52,Urban,Female,65906
37,Suburban,Female,216939
66,Suburban,Male,9309807
59,Urban,Female,67706
52,Urban,Male,68844
67,Urban,Male,73226
35,Urban,Male,74724
34,Rural,Male,44535
41,Urban,Male,804205
20,Rural,Male,64926
49,Urban,Male,68674
52,Suburban,Female,1106374
55,Suburban,Female,70760
30,Urban,Male,73938
64,Rural,Male,2004771
42,Urban,Male,68036
26,Urban,Male,67166
21,Urban,Female,69298
31,Urban,Male,80251
54,Rural,Male,70582
51,Urban,Female,70292
28,Urban,Female,66296
58,Suburban,Female,65220
20,Urban,Female,74966
45,Urban,Male,4726157
46,Urban,Female,69780
26,Urban,Female,155601
20,Urban,Female,70804
42,Urban,Male,9163260
51,Urban,Female,38769
29,Urban,Female,7583759
59,Urban,Female,67022
26,Suburban,Male,103669
32,Urban,Male,832347
57,Rural,Male,2129383
42,Suburban,Male,73122
22,Rural,Female,3023411
28,Urban,Male,66378
51,Suburban,Male,6378201
41,Suburban,Male,68116
32,Urban,Male,67070
55,Urban,Female,72184
25,Urban,Female,73368
22,Urban,Female,70104
65,Urban,Female,66148
43,Urban,Male,2367218
35,Urban,Female,72758
23,Rural,Female,47442
54,Urban,Male,7914068
65,Urban,Female,1097543
30,Urban,Female,1444277
45,Urban,Male,140257
22,Urban,Male,31199
30,Suburban,Male,71580
34,Urban,Male,67976
67,Urban,Male,79165
57,Urban,Female,66080
62,Suburban,Male,209236
49,Rural,Female,54181
46,Urban,Male,72700
68,Urban,Male,72436
20,Suburban,Male,892709
57,Suburban,Female,75370
51,Urban,Male,66588
57,Urban,Female,265125
44,Urban,Female,4180941
30,Urban,Male,73736
62,Urban,Female,73992
50,Urban,Male,1875584
23,Urban,Male,72502
41,Urban,Male,65178
36,Rural,Female,68532
33,Rural,Female,68102
57,Urban,Male,1640462
45,Suburban,Male,65962
50,Urban,Male,222474
65,Urban,Male,69964
58,Urban,Female,461929
30,Suburban,Male,5951019
60,Rural,Male,650220
62,Suburban,Female,73000
42,Urban,Female,68520
70,Suburban,Female,1195322
59,Rural,Female,71230
53,Urban,Male,4535096
44,Suburban,Female,94514
55,Urban,Female,74644
24,Suburban,Female,1518906
22,Urban,Female,67268
60,Urban,Male,72212
62,Suburban,Female,2672432
68,Urban,Male,66476
48,Urban,Female,65324
40,Urban,Female,72932
59,Suburban,Male,69158
27,Urban,Male,3643106
49,Suburban,Female,74378
60,Suburban,Male,75392
70,Urban,Female,65500
47,Urban,Female,8732166
56,Urban,Male,401021
48,Urban,Female,65364
35,Urban,Female,71092
53,Urban,Male,70430
19,Urban,Male,1903035
31,Urban,Male,1537260
30,Suburban,Female,565766
46,Urban,Female,5125126
29,Rural,Male,513903
56,Urban,Male,73908
19,Urban,Male,73602
49,Urban,Female,52623
30,Urban,Female,958309
63,Suburban,Female,5964193
44,Urban,Male,71622
66,Urban,Female,65986
58,Urban,Female,56429
34,Urban,Male,70130
57,Urban,Female,68434
48,Urban,Male,87295
51,Urban,Female,65944
41,Urban,Male,6263252
62,Urban,Male,46721
52,Suburban,Male,1402693
65,Urban,Male,65936
23,Urban,Female,73316
36,Urban,Female,3567117
47,Urban,Male,455558
24,Urban,Female,173824
27,Urban,Male,68370
58,Urban,Female,98937
49,Urban,Female,74104
51,Suburban,Male,69034
45,Suburban,Male,984324
32,Urban,Female,68856
47,Urban,Female,69562
54,Urban,Male,67958
46,Suburban,Female,7054346
39,Rural,Female,68778
21,Urban,Female,166770
37,Urban,Male,70780
49,Suburban,Male,493126
53,Suburban,Male,73666
67,Urban,Male,389815
21,Urban,Male,72652
44,Urban,Male,118144
34,Urban,Female,97627
29,Urban,Male,70302
39,Urban,Male,74528
34,Suburban,Male,69390
27,Suburban,Female,66992
