"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
54,"Urban","Female",66296,"$50,000 to $74,999",2,2,1
52,"Urban","Female",72718,"$50,000 to $74,999",2,2,1
58,"Suburban","Female",71222,"$50,000 to $74,999",2,4,3
31,"Urban","Male",69480,"$50,000 to $74,999",3,1,4
48,"Urban","Male",66960,"$50,000 to $74,999",1,1,4
18,"Urban","Male",74764,"$50,000 to $74,999",3,1,4
70,"Rural","Female",69022,"$50,000 to $74,999",2,3,3
33,"Urban","Male",72082,"$50,000 to $74,999",1,1,4
40,"Urban","Male",66368,"$50,000 to $74,999",3,1,4
29,"Urban","Male",74646,"$50,000 to $74,999",3,1,4
27,"Urban","Female",66606,"$50,000 to $74,999",3,2,2
33,"Urban","Male",66870,"$50,000 to $74,999",3,1,4
29,"Urban","Female",68054,"$50,000 to $74,999",3,2,2
41,"Urban","Male",67936,"$50,000 to $74,999",3,1,4
45,"Urban","Male",73178,"$50,000 to $74,999",1,1,4
25,"Urban","Male",58367,"$50,000 to $74,999",4,1,3
53,"Suburban","Male",70002,"$50,000 to $74,999",1,4,1
25,"Urban","Male",65648,"$50,000 to $74,999",3,1,4
67,"Urban","Male",65310,"$50,000 to $74,999",1,1,3
45,"Urban","Male",70482,"$50,000 to $74,999",1,1,1
45,"Urban","Male",73930,"$50,000 to $74,999",1,1,4
54,"Rural","Male",67958,"$50,000 to $74,999",1,3,3
58,"Urban","Male",66730,"$50,000 to $74,999",1,1,3
34,"Urban","Male",65140,"$50,000 to $74,999",3,1,4
26,"Urban","Female",74766,"$50,000 to $74,999",3,2,2
50,"Urban","Female",74672,"$50,000 to $74,999",2,2,1
70,"Urban","Female",73016,"$50,000 to $74,999",2,2,1
37,"Suburban","Male",67003,"$50,000 to $74,999",1,4,2
30,"Urban","Male",65080,"$50,000 to $74,999",3,1,4
65,"Urban","Male",70870,"$50,000 to $74,999",1,1,1
46,"Suburban","Female",68050,"$50,000 to $74,999",3,4,3
23,"Suburban","Female",73234,"$50,000 to $74,999",3,4,2
35,"Urban","Male",64902,"$50,000 to $74,999",3,1,4
68,"Urban","Male",72248,"$50,000 to $74,999",1,1,1
22,"Urban","Female",71774,"$50,000 to $74,999",3,2,2
64,"Urban","Male",70682,"$50,000 to $74,999",1,1,1
42,"Urban","Male",72128,"$50,000 to $74,999",1,1,4
19,"Urban","Male",66146,"$50,000 to $74,999",3,1,4
27,"Urban","Male",69200,"$50,000 to $74,999",3,1,4
47,"Suburban","Female",72950,"$50,000 to $74,999",2,4,1
35,"Urban","Male",71758,"$50,000 to $74,999",1,1,4
49,"Urban","Male",55420,"$50,000 to $74,999",4,2,3
64,"Urban","Male",67150,"$50,000 to $74,999",1,1,3
66,"Urban","Male",74874,"$50,000 to $74,999",1,1,1
38,"Urban","Male",72664,"$50,000 to $74,999",3,1,4
43,"Urban","Male",65710,"$50,000 to $74,999",3,1,4
42,"Urban","Male",69022,"$50,000 to $74,999",3,1,4
44,"Urban","Male",73702,"$50,000 to $74,999",1,1,4
66,"Urban","Male",73358,"$50,000 to $74,999",1,1,1
30,"Rural","Female",65402,"$50,000 to $74,999",3,3,2
50,"Rural","Female",71632,"$50,000 to $74,999",2,3,1
51,"Suburban","Female",69468,"$50,000 to $74,999",2,4,3
18,"Urban","Male",65088,"$50,000 to $74,999",3,1,4
23,"Suburban","Male",70966,"$50,000 to $74,999",3,4,2
34,"Urban","Female",68666,"$50,000 to $74,999",3,2,2
22,"Urban","Female",68714,"$50,000 to $74,999",3,2,2
55,"Urban","Male",72060,"$50,000 to $74,999",1,1,1
20,"Rural","Male",66750,"$50,000 to $74,999",3,3,2
70,"Urban","Male",67070,"$50,000 to $74,999",1,1,3
27,"Urban","Female",73296,"$50,000 to $74,999",3,2,2
27,"Urban","Male",73808,"$50,000 to $74,999",3,1,4
36,"Urban","Female",74182,"$50,000 to $74,999",3,2,1
34,"Urban","Female",66426,"$50,000 to $74,999",3,2,2
38,"Urban","Male",67612,"$50,000 to $74,999",3,1,4
31,"Suburban","Female",68126,"$50,000 to $74,999",3,4,2
63,"Urban","Female",74160,"$50,000 to $74,999",2,2,1
62,"Urban","Female",72774,"$50,000 to $74,999",2,2,1
30,"Urban","Male",66242,"$50,000 to $74,999",3,1,4
18,"Suburban","Male",71884,"$50,000 to $74,999",3,4,2
66,"Urban","Female",65946,"$50,000 to $74,999",2,2,1
49,"Urban","Male",66780,"$50,000 to $74,999",1,1,4
25,"Urban","Female",71356,"$50,000 to $74,999",3,2,2
56,"Urban","Male",68034,"$50,000 to $74,999",1,1,3
20,"Urban","Male",70966,"$50,000 to $74,999",3,1,4
67,"Urban","Female",66384,"$50,000 to $74,999",2,2,1
29,"Urban","Male",72822,"$50,000 to $74,999",3,1,4
61,"Suburban","Male",65210,"$50,000 to $74,999",1,4,3
47,"Urban","Male",74108,"$50,000 to $74,999",1,1,4
47,"Urban","Male",74296,"$50,000 to $74,999",1,1,4
64,"Urban","Male",66948,"$50,000 to $74,999",1,1,3
40,"Suburban","Female",69330,"$50,000 to $74,999",3,4,2
32,"Urban","Male",74582,"$50,000 to $74,999",3,1,4
54,"Urban","Male",69216,"$50,000 to $74,999",1,1,1
38,"Urban","Male",68502,"$50,000 to $74,999",3,1,4
31,"Rural","Female",65380,"$50,000 to $74,999",3,3,2
19,"Urban","Female",71800,"$50,000 to $74,999",3,2,2
56,"Rural","Female",73356,"$50,000 to $74,999",2,3,1
55,"Urban","Male",74016,"$50,000 to $74,999",1,1,1
51,"Urban","Female",69482,"$50,000 to $74,999",3,2,1
55,"Urban","Female",66510,"$50,000 to $74,999",2,2,1
67,"Urban","Female",66164,"$50,000 to $74,999",2,2,1
35,"Rural","Male",74630,"$50,000 to $74,999",1,3,2
32,"Urban","Female",68812,"$50,000 to $74,999",3,2,2
51,"Urban","Male",65902,"$50,000 to $74,999",1,1,3
41,"Urban","Female",68996,"$50,000 to $74,999",3,2,1
32,"Urban","Male",65664,"$50,000 to $74,999",3,1,4
47,"Urban","Female",65340,"$50,000 to $74,999",3,2,1
46,"Suburban","Male",73616,"$50,000 to $74,999",3,4,1
21,"Urban","Female",65394,"$50,000 to $74,999",3,2,2
27,"Urban","Male",74320,"$50,000 to $74,999",3,1,4
34,"Suburban","Female",68308,"$50,000 to $74,999",3,4,2
34,"Suburban","Male",74188,"$50,000 to $74,999",3,4,2
37,"Rural","Female",71666,"$50,000 to $74,999",3,3,2
41,"Suburban","Male",68490,"$50,000 to $74,999",1,4,2
22,"Urban","Female",67998,"$50,000 to $74,999",3,2,2
23,"Urban","Male",66728,"$50,000 to $74,999",3,1,4
70,"Urban","Male",70232,"$50,000 to $74,999",1,1,1
19,"Urban","Male",74378,"$50,000 to $74,999",3,1,4
60,"Urban","Male",65226,"$50,000 to $74,999",1,1,3
60,"Suburban","Male",65502,"$50,000 to $74,999",1,4,3
65,"Urban","Male",74578,"$50,000 to $74,999",1,1,1
28,"Urban","Female",71756,"$50,000 to $74,999",3,2,2
64,"Urban","Female",65412,"$50,000 to $74,999",2,2,1
40,"Urban","Female",68630,"$50,000 to $74,999",3,2,2
48,"Suburban","Female",65972,"$50,000 to $74,999",3,4,3
28,"Suburban","Female",66712,"$50,000 to $74,999",3,4,2
33,"Rural","Female",69136,"$50,000 to $74,999",3,3,2
57,"Urban","Male",73170,"$50,000 to $74,999",1,1,1
49,"Suburban","Female",67412,"$50,000 to $74,999",3,4,3
44,"Urban","Female",71770,"$50,000 to $74,999",3,2,1
46,"Urban","Male",74370,"$50,000 to $74,999",1,1,4
49,"Urban","Male",70272,"$50,000 to $74,999",1,1,1
68,"Urban","Female",69370,"$50,000 to $74,999",2,2,1
38,"Urban","Male",67456,"$50,000 to $74,999",3,1,4
45,"Urban","Female",66061,"$50,000 to $74,999",3,2,1
59,"Urban","Male",70014,"$50,000 to $74,999",1,1,1
39,"Urban","Female",73636,"$50,000 to $74,999",3,2,1
38,"Urban","Female",66568,"$50,000 to $74,999",3,2,2
18,"Urban","Male",73316,"$50,000 to $74,999",3,1,4
22,"Suburban","Female",71236,"$50,000 to $74,999",3,4,2
29,"Urban","Male",66744,"$50,000 to $74,999",3,1,4
63,"Urban","Female",74180,"$50,000 to $74,999",2,2,1
51,"Urban","Female",60978,"$50,000 to $74,999",3,2,3
31,"Urban","Female",70948,"$50,000 to $74,999",3,2,2
62,"Urban","Male",74716,"$50,000 to $74,999",1,1,1
44,"Urban","Female",70218,"$50,000 to $74,999",3,2,1
26,"Rural","Female",70788,"$50,000 to $74,999",3,3,2
43,"Urban","Male",65208,"$50,000 to $74,999",3,1,4
64,"Suburban","Male",64910,"$50,000 to $74,999",1,4,3
39,"Urban","Female",69766,"$50,000 to $74,999",3,2,2
64,"Urban","Male",71338,"$50,000 to $74,999",1,1,1
60,"Suburban","Male",66482,"$50,000 to $74,999",1,4,3
34,"Urban","Male",65094,"$50,000 to $74,999",3,1,4
18,"Urban","Female",70692,"$50,000 to $74,999",3,2,2
66,"Urban","Male",65700,"$50,000 to $74,999",1,1,3
52,"Urban","Female",72062,"$50,000 to $74,999",2,2,1
69,"Suburban","Male",68658,"$50,000 to $74,999",1,4,3
64,"Urban","Male",68064,"$50,000 to $74,999",1,1,1
39,"Urban","Male",70708,"$50,000 to $74,999",1,1,4
31,"Suburban","Male",66198,"$50,000 to $74,999",3,4,2
43,"Urban","Female",71174,"$50,000 to $74,999",3,2,1
45,"Urban","Female",66662,"$50,000 to $74,999",3,2,1
40,"Urban","Male",67214,"$50,000 to $74,999",3,1,4
41,"Urban","Female",74638,"$50,000 to $74,999",3,2,1
19,"Urban","Male",69332,"$50,000 to $74,999",3,1,4
62,"Urban","Male",72754,"$50,000 to $74,999",1,1,1
43,"Urban","Male",66520,"$50,000 to $74,999",3,1,4
68,"Urban","Male",71952,"$50,000 to $74,999",1,1,1
24,"Urban","Female",70966,"$50,000 to $74,999",3,2,2
64,"Urban","Male",70646,"$50,000 to $74,999",1,1,1
40,"Urban","Male",67464,"$50,000 to $74,999",3,1,4
63,"Urban","Female",65490,"$50,000 to $74,999",2,2,1
35,"Urban","Male",74906,"$50,000 to $74,999",3,1,4
52,"Urban","Female",71852,"$50,000 to $74,999",2,2,1
68,"Suburban","Female",66112,"$50,000 to $74,999",2,4,3
32,"Rural","Male",66234,"$50,000 to $74,999",3,3,2
27,"Urban","Female",66952,"$50,000 to $74,999",3,2,2
56,"Urban","Male",66280,"$50,000 to $74,999",1,1,3
39,"Urban","Female",70206,"$50,000 to $74,999",3,2,2
43,"Suburban","Male",50218,"$50,000 to $74,999",4,2,3
61,"Urban","Male",54398,"$50,000 to $74,999",4,2,3
34,"Urban","Female",72396,"$50,000 to $74,999",3,2,2
30,"Urban","Female",73400,"$50,000 to $74,999",3,2,2
37,"Urban","Female",65960,"$50,000 to $74,999",3,2,2
21,"Urban","Male",72780,"$50,000 to $74,999",3,1,4
20,"Urban","Female",68748,"$50,000 to $74,999",3,2,2
64,"Urban","Female",73028,"$50,000 to $74,999",2,2,1
53,"Urban","Female",68698,"$50,000 to $74,999",3,2,1
64,"Suburban","Male",74934,"$50,000 to $74,999",1,4,1
64,"Suburban","Female",73930,"$50,000 to $74,999",2,4,1
25,"Suburban","Male",67368,"$50,000 to $74,999",3,4,2
61,"Urban","Female",72392,"$50,000 to $74,999",2,2,1
59,"Urban","Male",71620,"$50,000 to $74,999",1,1,1
58,"Urban","Female",69000,"$50,000 to $74,999",3,2,1
23,"Urban","Male",65002,"$50,000 to $74,999",3,1,4
51,"Urban","Male",73726,"$50,000 to $74,999",1,1,1
23,"Urban","Female",70470,"$50,000 to $74,999",3,2,2
54,"Suburban","Male",66826,"$50,000 to $74,999",1,4,3
50,"Urban","Male",69188,"$50,000 to $74,999",1,1,1
39,"Urban","Female",66250,"$50,000 to $74,999",3,2,2
23,"Urban","Female",70568,"$50,000 to $74,999",3,2,2
65,"Urban","Male",68592,"$50,000 to $74,999",1,1,1
21,"Urban","Male",72900,"$50,000 to $74,999",3,1,4
47,"Urban","Female",74574,"$50,000 to $74,999",3,2,1
28,"Urban","Male",71838,"$50,000 to $74,999",3,1,4
47,"Suburban","Male",74600,"$50,000 to $74,999",3,4,1
48,"Urban","Female",65956,"$50,000 to $74,999",3,2,1
20,"Suburban","Female",51058,"$50,000 to $74,999",4,2,3
68,"Urban","Female",71466,"$50,000 to $74,999",2,2,1
57,"Urban","Female",71758,"$50,000 to $74,999",2,2,1
53,"Urban","Female",66082,"$50,000 to $74,999",2,2,1
48,"Urban","Male",73894,"$50,000 to $74,999",1,1,4
19,"Urban","Male",71070,"$50,000 to $74,999",3,1,4
45,"Urban","Female",68118,"$50,000 to $74,999",3,2,1
28,"Urban","Male",72730,"$50,000 to $74,999",3,1,4
21,"Suburban","Male",70212,"$50,000 to $74,999",3,4,2
32,"Urban","Male",65694,"$50,000 to $74,999",3,1,4
23,"Urban","Male",68856,"$50,000 to $74,999",3,1,4
55,"Urban","Female",65220,"$50,000 to $74,999",2,2,1
68,"Urban","Male",61777,"$50,000 to $74,999",4,1,3
19,"Suburban","Male",69144,"$50,000 to $74,999",3,4,2
32,"Urban","Male",71662,"$50,000 to $74,999",1,1,4
28,"Urban","Female",66134,"$50,000 to $74,999",3,2,2
68,"Urban","Female",72064,"$50,000 to $74,999",2,2,1
22,"Urban","Male",74454,"$50,000 to $74,999",3,1,4
37,"Suburban","Female",68742,"$50,000 to $74,999",3,4,2
50,"Urban","Male",70888,"$50,000 to $74,999",1,1,1
64,"Urban","Female",70404,"$50,000 to $74,999",2,2,1
43,"Urban","Female",70252,"$50,000 to $74,999",3,2,1
31,"Urban","Female",73788,"$50,000 to $74,999",3,2,2
54,"Urban","Male",74144,"$50,000 to $74,999",1,1,1
60,"Urban","Male",73312,"$50,000 to $74,999",1,1,1
20,"Urban","Male",68848,"$50,000 to $74,999",3,1,4
50,"Suburban","Male",72756,"$50,000 to $74,999",1,4,1
23,"Suburban","Male",73530,"$50,000 to $74,999",3,4,2
67,"Urban","Female",67206,"$50,000 to $74,999",2,2,1
27,"Urban","Male",70222,"$50,000 to $74,999",3,1,4
22,"Suburban","Female",67218,"$50,000 to $74,999",3,4,2
40,"Suburban","Female",70068,"$50,000 to $74,999",3,4,2
27,"Suburban","Male",66198,"$50,000 to $74,999",3,4,2
30,"Urban","Male",68312,"$50,000 to $74,999",3,1,4
57,"Rural","Male",55064,"$50,000 to $74,999",4,2,3
19,"Suburban","Male",73694,"$50,000 to $74,999",3,4,2
37,"Suburban","Male",50636,"$50,000 to $74,999",4,2,3
54,"Urban","Female",74626,"$50,000 to $74,999",2,2,1
26,"Urban","Female",72094,"$50,000 to $74,999",3,2,2
34,"Suburban","Male",69682,"$50,000 to $74,999",3,4,2
26,"Urban","Female",71254,"$50,000 to $74,999",3,2,2
28,"Rural","Female",70372,"$50,000 to $74,999",3,3,2
32,"Urban","Female",74140,"$50,000 to $74,999",3,2,2
41,"Urban","Female",66804,"$50,000 to $74,999",3,2,2
52,"Urban","Male",74016,"$50,000 to $74,999",1,1,1
48,"Suburban","Female",66740,"$50,000 to $74,999",3,4,3
66,"Urban","Male",65026,"$50,000 to $74,999",1,1,3
22,"Suburban","Male",50092,"$50,000 to $74,999",4,2,3
67,"Suburban","Male",70840,"$50,000 to $74,999",1,4,3
28,"Urban","Male",73622,"$50,000 to $74,999",3,1,4
26,"Urban","Female",65280,"$50,000 to $74,999",3,2,2
29,"Rural","Female",71268,"$50,000 to $74,999",3,3,2
52,"Suburban","Male",50394,"$50,000 to $74,999",4,2,3
39,"Urban","Male",67562,"$50,000 to $74,999",3,1,4
46,"Rural","Female",67420,"$50,000 to $74,999",1,3,2
25,"Urban","Female",71872,"$50,000 to $74,999",3,2,2
28,"Urban","Male",66114,"$50,000 to $74,999",3,1,4
58,"Urban","Female",72664,"$50,000 to $74,999",2,2,1
54,"Urban","Male",66912,"$50,000 to $74,999",1,1,3
31,"Rural","Male",73344,"$50,000 to $74,999",1,3,2
47,"Urban","Male",66954,"$50,000 to $74,999",1,1,4
22,"Urban","Female",69276,"$50,000 to $74,999",3,2,2
36,"Urban","Female",66720,"$50,000 to $74,999",3,2,2
43,"Urban","Female",71264,"$50,000 to $74,999",3,2,1
21,"Urban","Female",67266,"$50,000 to $74,999",3,2,2
62,"Urban","Female",67830,"$50,000 to $74,999",2,2,1
42,"Urban","Female",71640,"$50,000 to $74,999",3,2,1
35,"Urban","Male",65544,"$50,000 to $74,999",3,1,4
25,"Rural","Male",68436,"$50,000 to $74,999",3,3,2
56,"Urban","Female",65592,"$50,000 to $74,999",2,2,1
49,"Urban","Male",68492,"$50,000 to $74,999",1,1,1
55,"Urban","Male",71756,"$50,000 to $74,999",1,1,1
40,"Urban","Male",69050,"$50,000 to $74,999",3,1,4
32,"Suburban","Male",72438,"$50,000 to $74,999",3,4,2
50,"Urban","Male",66048,"$50,000 to $74,999",1,1,3
42,"Rural","Female",74566,"$50,000 to $74,999",2,3,2
50,"Urban","Male",69588,"$50,000 to $74,999",1,1,1
19,"Urban","Male",68364,"$50,000 to $74,999",3,1,4
31,"Urban","Female",67052,"$50,000 to $74,999",3,2,2
70,"Urban","Male",74860,"$50,000 to $74,999",1,1,1
57,"Urban","Male",66744,"$50,000 to $74,999",1,1,3
68,"Urban","Male",65298,"$50,000 to $74,999",1,1,3
68,"Rural","Male",73920,"$50,000 to $74,999",1,3,1
23,"Urban","Male",71576,"$50,000 to $74,999",3,1,4
20,"Urban","Male",66398,"$50,000 to $74,999",3,1,4
24,"Suburban","Female",65364,"$50,000 to $74,999",3,4,2
25,"Urban","Male",74050,"$50,000 to $74,999",3,1,4
59,"Urban","Male",64936,"$50,000 to $74,999",1,1,3
64,"Urban","Female",72772,"$50,000 to $74,999",2,2,1
46,"Urban","Female",67282,"$50,000 to $74,999",3,2,1
69,"Urban","Male",71798,"$50,000 to $74,999",1,1,1
47,"Suburban","Male",65480,"$50,000 to $74,999",1,4,3
56,"Urban","Female",69064,"$50,000 to $74,999",3,2,1
44,"Urban","Female",69208,"$50,000 to $74,999",3,2,1
55,"Suburban","Female",73160,"$50,000 to $74,999",2,4,1
54,"Suburban","Female",67070,"$50,000 to $74,999",2,4,3
50,"Suburban","Male",72098,"$50,000 to $74,999",1,4,1
21,"Suburban","Female",64986,"$50,000 to $74,999",3,4,2
39,"Urban","Female",72174,"$50,000 to $74,999",3,2,2
19,"Urban","Female",66400,"$50,000 to $74,999",3,2,2
27,"Suburban","Female",65146,"$50,000 to $74,999",3,4,2
27,"Urban","Female",66732,"$50,000 to $74,999",3,2,2
50,"Suburban","Male",65794,"$50,000 to $74,999",1,4,3
55,"Suburban","Female",72638,"$50,000 to $74,999",2,4,1
30,"Urban","Female",66586,"$50,000 to $74,999",3,2,2
48,"Suburban","Male",69386,"$50,000 to $74,999",1,4,3
53,"Urban","Male",69388,"$50,000 to $74,999",1,1,1
62,"Urban","Male",67280,"$50,000 to $74,999",1,1,3
32,"Suburban","Male",72754,"$50,000 to $74,999",3,4,2
46,"Urban","Male",68850,"$50,000 to $74,999",3,1,4
25,"Suburban","Male",72196,"$50,000 to $74,999",3,4,2
22,"Suburban","Male",74936,"$50,000 to $74,999",3,4,2
46,"Suburban","Female",69956,"$50,000 to $74,999",2,4,2
29,"Urban","Female",64882,"$50,000 to $74,999",3,2,2
62,"Urban","Male",65914,"$50,000 to $74,999",1,1,3
19,"Urban","Female",73186,"$50,000 to $74,999",3,2,2
44,"Suburban","Male",69850,"$50,000 to $74,999",1,4,1
53,"Suburban","Female",73852,"$50,000 to $74,999",2,4,1
37,"Urban","Male",66122,"$50,000 to $74,999",3,1,4
57,"Urban","Female",74818,"$50,000 to $74,999",2,2,1
55,"Urban","Female",71174,"$50,000 to $74,999",2,2,1
40,"Suburban","Female",68338,"$50,000 to $74,999",3,4,2
64,"Suburban","Female",66108,"$50,000 to $74,999",2,4,3
43,"Urban","Male",67254,"$50,000 to $74,999",1,1,4
29,"Urban","Female",73766,"$50,000 to $74,999",3,2,2
30,"Urban","Male",68136,"$50,000 to $74,999",3,1,4
57,"Suburban","Male",68206,"$50,000 to $74,999",1,4,3
35,"Urban","Male",66058,"$50,000 to $74,999",3,1,4
42,"Rural","Female",70930,"$50,000 to $74,999",3,3,2
50,"Urban","Female",68676,"$50,000 to $74,999",3,2,1
57,"Suburban","Female",70774,"$50,000 to $74,999",2,4,3
60,"Rural","Male",74550,"$50,000 to $74,999",1,3,1
61,"Urban","Female",67606,"$50,000 to $74,999",2,2,1
65,"Suburban","Female",66142,"$50,000 to $74,999",2,4,3
21,"Urban","Male",72308,"$50,000 to $74,999",3,1,4
22,"Suburban","Male",65990,"$50,000 to $74,999",3,4,2
54,"Urban","Female",68596,"$50,000 to $74,999",3,2,1
25,"Urban","Female",65630,"$50,000 to $74,999",3,2,2
66,"Rural","Female",70106,"$50,000 to $74,999",2,3,1
45,"Urban","Female",66426,"$50,000 to $74,999",3,2,1
48,"Suburban","Male",70306,"$50,000 to $74,999",1,4,1
26,"Urban","Female",70986,"$50,000 to $74,999",3,2,2
68,"Suburban","Female",65306,"$50,000 to $74,999",2,4,3
46,"Rural","Female",69860,"$50,000 to $74,999",3,3,2
57,"Urban","Male",67002,"$50,000 to $74,999",1,1,3
58,"Urban","Male",67560,"$50,000 to $74,999",1,1,3
39,"Rural","Female",70098,"$50,000 to $74,999",3,3,2
28,"Urban","Female",69992,"$50,000 to $74,999",3,2,2
18,"Urban","Male",65376,"$50,000 to $74,999",3,1,4
63,"Urban","Female",70658,"$50,000 to $74,999",2,2,1
53,"Suburban","Female",60074,"$50,000 to $74,999",4,2,3
40,"Urban","Male",68768,"$50,000 to $74,999",3,1,4
18,"Urban","Male",68056,"$50,000 to $74,999",3,1,4
68,"Suburban","Female",74812,"$50,000 to $74,999",2,4,1
57,"Urban","Female",70948,"$50,000 to $74,999",2,2,1
32,"Urban","Female",73868,"$50,000 to $74,999",3,2,2
64,"Urban","Male",74346,"$50,000 to $74,999",1,1,1
27,"Suburban","Female",68330,"$50,000 to $74,999",3,4,2
43,"Suburban","Male",71768,"$50,000 to $74,999",1,4,1
58,"Suburban","Male",72846,"$50,000 to $74,999",1,4,1
52,"Urban","Female",70800,"$50,000 to $74,999",2,2,1
42,"Urban","Female",73696,"$50,000 to $74,999",3,2,1
55,"Urban","Male",70010,"$50,000 to $74,999",1,1,1
35,"Urban","Male",70094,"$50,000 to $74,999",1,1,4
44,"Urban","Male",68070,"$50,000 to $74,999",3,1,4
51,"Suburban","Male",68732,"$50,000 to $74,999",1,4,3
34,"Suburban","Male",65924,"$50,000 to $74,999",3,4,2
61,"Urban","Female",67516,"$50,000 to $74,999",2,2,1
68,"Urban","Female",65862,"$50,000 to $74,999",2,2,1
41,"Urban","Male",71808,"$50,000 to $74,999",1,1,4
42,"Rural","Female",67414,"$50,000 to $74,999",1,3,2
70,"Urban","Female",71122,"$50,000 to $74,999",2,2,1
41,"Urban","Male",66380,"$50,000 to $74,999",3,1,4
50,"Urban","Male",65572,"$50,000 to $74,999",1,1,4
66,"Urban","Female",60667,"$50,000 to $74,999",4,2,3
46,"Urban","Female",65692,"$50,000 to $74,999",3,2,1
60,"Urban","Male",71588,"$50,000 to $74,999",1,1,1
43,"Urban","Male",74214,"$50,000 to $74,999",1,1,4
45,"Urban","Male",51142,"$50,000 to $74,999",4,2,3
38,"Urban","Male",69892,"$50,000 to $74,999",1,1,4
66,"Urban","Female",74110,"$50,000 to $74,999",2,2,1
24,"Urban","Male",73606,"$50,000 to $74,999",3,1,4
34,"Rural","Male",67400,"$50,000 to $74,999",3,3,2
37,"Urban","Female",65162,"$50,000 to $74,999",3,2,2
58,"Urban","Male",65856,"$50,000 to $74,999",1,1,3
66,"Urban","Female",70144,"$50,000 to $74,999",2,2,1
37,"Urban","Male",65486,"$50,000 to $74,999",3,1,4
45,"Urban","Female",71504,"$50,000 to $74,999",3,2,1
57,"Urban","Female",72102,"$50,000 to $74,999",2,2,1
66,"Urban","Female",72658,"$50,000 to $74,999",2,2,1
40,"Suburban","Male",71994,"$50,000 to $74,999",3,4,2
68,"Rural","Female",68160,"$50,000 to $74,999",1,3,3
36,"Urban","Male",72840,"$50,000 to $74,999",3,1,4
49,"Urban","Male",64900,"$50,000 to $74,999",1,1,4
47,"Urban","Male",69452,"$50,000 to $74,999",1,1,1
66,"Urban","Female",65216,"$50,000 to $74,999",2,2,1
